ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2604198TMXFHC5,Đang chờ xử lý,230303498247924,2026-04-19 20:11:42,,2026-04-19 19:37:58,XưởngVn,144529952,Preferred(Non-CB),2470404054,Ốp silicon chống va đập cho iphone x / xs / xs max / 6 -7 -8 / 6P 7P 8P 11 pro max 12 promax 13 mini 14 plus 15 16 se,39559486191,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",13000,3,Shopee Comm,,33540,,20.00%,6708,0.00%,0,6708,6708,0,6708,,0,0.00%,0,100.00%,6708,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198T1PBNXR,Đang chờ xử lý,230302852200456,2026-04-19 20:00:53,,2026-04-19 19:59:43,Mr_Store chuyên hàng thiết kế,1145148450,C2C(Non-CB),26875570925,Quần jean nam ống suông Miru Q004 màu Đen   quần jean nam ống rộng cao cấp,178700539570,Normal Product,,Thời Trang Nam,Quần jean,,499000,1,XTRA Comm,,499000,,20.00%,20000,4.00%,19960,39960,20000,19960,39960,,0,0.00%,0,100.00%,39960,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198RJA1AVF,Đang chờ xử lý,230301262225938,2026-04-19 19:34:23,,2026-04-19 19:32:52,COVERGIRL,1315797335,Shopee Mall(Non-CB),42554799478,COVEGIRL - Găng Tay 2 Mặt Bôi Kem Dưỡng Thể - Găng Tay Thoa Kem Dưỡng,280407743154,Normal Product,,Sắc Đẹp,"Chăm sóc tay, chân & móng",Chăm sóc tay,15500,1,Shopee Comm,,15500,,20.00%,3100,0.00%,0,3100,3100,0,3100,,0,0.00%,0,100.00%,3100,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
2604198RB0DV8G,Đang chờ xử lý,230301017261688,2026-04-19 19:30:17,,2026-04-16 20:48:22,JK BOX,1268126436,Preferred(Non-CB),24191599294,"Bộ sạc nhanh PD 35W cho IP 17 16 15 14 13 12 11 Pro Max XS XR X 8 7 6 Phụ kiện, Bảo hành 1 Đổi mới 1",176975567570,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Cáp, sạc & bộ chuyển đổi",79000,1,XTRA Comm,,79000,,20.00%,15800,5.00%,3950,19750,15800,3950,19750,,0,0.00%,0,100.00%,19750,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
2604198PMKX2SM,Đang chờ xử lý,230299192225978,2026-04-19 18:59:53,,2026-04-19 11:09:30,HỒNG VÂN96,239792963,Preferred(Non-CB),14783222413,"Dao cạo râu cán gỗ,cán nhựa,cán  inox",128686944231,Normal Product,,Sắc Đẹp,Chăm sóc nam giới,Sản phẩm cạo râu & hớt tóc,30000,1,XTRA Comm,,27000,,20.00%,5400,3.50%,945,6345,11208.4,1961.47,13169.87,,0,0.00%,0,100.00%,13169.87,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198PMKX2SM,Đang chờ xử lý,230299192225978,2026-04-19 18:59:53,,2026-04-19 11:09:30,HỒNG VÂN96,239792963,Preferred(Non-CB),20123201537,"Lột mụn KIM ĐÔ( nha đam ,bùn, mũ trôm, than tre) 200g",225701397725,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sản phẩm trị mụn,32269,1,XTRA Comm,,29042,,20.00%,5808.4,3.50%,1016.47,6824.87,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198N3TTC1G,Đang chờ xử lý,230297555276333,2026-04-19 18:32:35,,2026-04-19 18:31:11,MQ Boutique 1,38390971,C2C(Non-CB),23676535402,"Áo tơ đính đá xanh đậm dài tay sơ mi nữ họa tiết thiết kế sang trọng lịch sự cao cấp, áo sơmi thiết kế MQ Boutique",206948763469,Normal Product,,Thời Trang Nữ,Áo,Áo sơ mi,243985,1,XTRA Comm,,211566,,20.00%,20000,8.00%,16925.28,36925.28,20000,16925.28,36925.28,,0,0.00%,0,100.00%,36925.28,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198M1AD99Q,Đang chờ xử lý,230296397214324,2026-04-19 18:13:18,,2026-04-19 14:29:14,Cool Fan,250855856,C2C(Non-CB),18822807704,quạt sàn chân quỳ b3 (cải tiến mới) có gắn đế mkita để sử dụng pin máy khoan mkita 18v 21v.Quạt ko pin mkita.,191190553008,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng lớn,Thiết bị làm mát,439000,1,Shopee Comm,,386320,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198KMRWXT6,Đang chờ xử lý,230295976237961,2026-04-19 18:06:16,,2026-04-18 07:52:10,Chill Pijama Shop,562117350,Preferred(Non-CB),29862135795,[Chill Pijama] - Set Đồ Bộ Mặc Nhà Pyjama Lụa Cát Cao Cấp Thoải Mái Mỗi Đêm Đủ Size 40-65kg,320543914474,Normal Product,,Thời Trang Nữ,Đồ ngủ,Pyjama,119000,1,XTRA Comm,,103530,,20.00%,10000,5.50%,5694.15,15694.15,20000,11388.3,31388.3,,0,0.00%,0,100.00%,31388.3,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198KMRWXT6,Đang chờ xử lý,230295976237961,2026-04-19 18:06:16,,2026-04-18 07:52:10,Chill Pijama Shop,562117350,Preferred(Non-CB),29862135795,[Chill Pijama] - Set Đồ Bộ Mặc Nhà Pyjama Lụa Cát Cao Cấp Thoải Mái Mỗi Đêm Đủ Size 40-65kg,320543914339,Normal Product,,Thời Trang Nữ,Đồ ngủ,Pyjama,119000,1,XTRA Comm,,103530,,20.00%,10000,5.50%,5694.15,15694.15,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198K6D8TBP,Đang chờ xử lý,230295494240396,2026-04-19 17:58:18,,2026-04-19 17:53:45,LILIRIA,401425654,C2C(Non-CB),24432689656,LOẠI ĐẸP- Áo hai dây màu trơn có mút đệm ngực dây quai điều chỉnh nhún sườn thời trang mùa hè quyến rũ 2138 LILIRIA,246086286032,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,45900,1,Shopee Comm,,45900,,20.00%,9180,0.00%,0,9180,9180,0,9180,,0,0.00%,0,100.00%,9180,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198FKE0J1Q,Đang chờ xử lý,230291636269883,2026-04-19 16:53:56,,2026-04-19 15:30:27,QAH COSMETICS,1060639282,C2C(Non-CB),26906597570,Gội xả bưởi kích thích mọc tóc Valert 850ml,29504494478,Normal Product,,Sắc Đẹp,Chăm sóc tóc,Dầu gội,340000,1,XTRA Comm,,295800,,20.00%,20000,1.00%,2958,22958,20000,2958,22958,,0,0.00%,0,100.00%,22958,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
2604198EU5QUDJ,Đang chờ xử lý,230290822289472,2026-04-19 16:40:22,,2026-04-19 11:02:40,Kính cường lực-Technology_news,156881959,Preferred(Non-CB),4937736206,"Kính cường lực iPad Air 1/2/3/4, Gen 5/6/7/8/9, Pro 9.7/10.2/10.5/11, Mini /2017/2018/2019/2020/2021",19522987111,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,45000,1,Shopee Comm,,45000,,20.00%,9000,0.00%,0,9000,9000,0,9000,,0,0.00%,0,100.00%,9000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198EHU5A44,Đang chờ xử lý,230290509206730,2026-04-19 16:35:09,,2026-04-19 11:13:59,Mỹ Phẩm Nhật Bản TH shop,327205367,Preferred(Non-CB),54808034255,[dạng nước 6/2026] vị dâu hàng Nhật cho bé,325714703860,Normal Product,,Nhà cửa & Đời sống,"Chất khử mùi, làm thơm nhà",Tinh dầu thơm,155000,2,Shopee Comm,,260950,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198EE5WM3Y,Đang chờ xử lý,230290386269135,2026-04-19 16:33:06,,2026-04-19 11:31:26,Shop dép nữ thời trang,177278024,Preferred(Non-CB),20262363000,Dép lê nữ + sandal quai ngang kim tuyến phối dây chéo có quai hậu mang được 2 kiểu: dép và sandal đều đẹp,213193051317,Normal Product,,Giày Dép Nữ,Xăng-đan và dép,Xăng-đan đế bằng,45000,1,XTRA Comm,,45000,,20.00%,9000,1.00%,450,9450,9000,450,9450,,0,0.00%,0,100.00%,9450,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198DXF9A0J,Đang chờ xử lý,230289859217877,2026-04-19 16:24:19,,2026-04-19 16:05:28,Dich Vu Bonsai Hieu Qua,1648049163,Preferred(Non-CB),49350137772,"combo 3 tách kiếm , dao ghép cành cán gỗ, gọt tỉa hoa quả + 1 cuộn băng ghép tự huỷ bản 3cm dài 200m",129474850785,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Dụng cụ làm vườn,80000,1,Shopee Comm,,80000,,20.00%,16000,0.00%,0,16000,16000,0,16000,,0,0.00%,0,100.00%,16000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198DN1YTYF,Đang chờ xử lý,230289543281091,2026-04-19 16:19:03,,2026-04-16 21:58:07,JAMC CASE,1599541901,Preferred(Non-CB),29093684071,Ốp lưng iPhone Vỏkhônggiantrongsuốt cho 17 16 15 14 13 12 11Pro Pro Max7 8Plus X XS XR XSMax SE Vậtliệu Acrylic,430207721040,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",32340,1,Shopee Comm,,12340,,20.00%,2468,0.00%,0,2468,2468,0,2468,,0,0.00%,0,100.00%,2468,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198CS6964M,Đang chờ xử lý,230288608269662,2026-04-19 16:03:28,,2026-04-16 21:36:54,CAMA STORE,399517032,Preferred(Non-CB),41011625241,Quần bom ống  rộng phối bèo nhún chất gió  phong  cách Hàn Quốc CAMASTORE M12501,260975446415,Normal Product,,Thời Trang Nữ,Quần,Quần dài,49000,1,XTRA Comm,,44000,,20.00%,8800,5.00%,2200,11000,17600,4400,22000,,0,0.00%,0,100.00%,22000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198CS6964M,Đang chờ xử lý,230288608269662,2026-04-19 16:03:28,,2026-04-16 21:36:54,CAMA STORE,399517032,Preferred(Non-CB),41011625241,Quần bom ống  rộng phối bèo nhún chất gió  phong  cách Hàn Quốc CAMASTORE M12501,260975450028,Normal Product,,Thời Trang Nữ,Quần,Quần dài,49000,1,XTRA Comm,,44000,,20.00%,8800,5.00%,2200,11000,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604198CF218GE,Đang chờ xử lý,230288268269402,2026-04-19 15:57:48,,2026-04-19 15:55:25,3belove,1780499309,C2C(Non-CB),54507949565,Áo Thun Kiểu Nữ Ngắn Tay Cổ V Phối Viền Ren Có Dây Thắt Nơ Xinh Xắn Chất Thun Cotton Mịn Co Giãn Mặc Mát Mẻ WAT067,445706503678,Normal Product,,Thời Trang Nữ,Áo,Áo thun,40000,1,XTRA Comm,,40000,,20.00%,8000,10.00%,4000,12000,8000,4000,12000,,0,0.00%,0,100.00%,12000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
