ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260415UY0VV445,Đang chờ xử lý,229961029219055,2026-04-15 21:03:49,,2026-04-15 21:03:12,Jinnie Boutique,863375365,C2C(Non-CB),29682933455,Váy cổ yếm dáng bí phồng kẻ caro tiểu thư sang chảnh Jinnie Dress Đầm hở vai bo chun tôn eo hàn quốc,243292163085,Normal Product,,Thời Trang Nữ,Đầm,,195000,1,XTRA Comm,,145140,,7.00%,10159.8,3.00%,4354.2,14514,10159.8,4354.2,14514,,0,0.00%,0,100.00%,14514,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,VayCoYem,,,,,Facebook
260415UXB2SFM4,Đang chờ xử lý,229960297229520,2026-04-15 20:51:38,,2026-04-15 17:56:24,GIA DỤNG MAI KIM,1170393755,Preferred(Non-CB),28416461265,"Cây Lau Nhà Công Nghiệp 45-60-80-90CM,Cây Lau San Hô bản lớn lau rất sạch có khoá tăng đưa,siêu nhanh siêu sạch",246946174100,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Cây lau nhà,125000,1,Shopee Comm,,120000,,4.00%,4800,0.00%,0,4800,4800,0,4800,,0,0.00%,0,100.00%,4800,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UXARAHQ2,Đang chờ xử lý,229960286242014,2026-04-15 20:51:30,,2026-04-15 12:18:15,Hương Sạch Tân Nguyên,41436646,Preferred(Non-CB),8846177879,"[OCOP 4 SAO - TẶNG LƯ XÔNG] Hộp nụ trầm hương Tân Nguyên 45 viên, thơm dịu ngọt, xông nhà, thanh lọc không khí, khử ẩm",39896837766,Normal Product,,Nhà cửa & Đời sống,"Đồ thờ cúng, đồ phong thủy",,99000,1,XTRA Comm,,75592,,4.00%,3023.68,10.00%,7559.2,10582.88,3023.68,7559.2,10582.88,,0,0.00%,0,100.00%,10582.88,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UW4JN9GQ,Đang chờ xử lý,229959005232591,2026-04-15 20:30:05,,2026-04-15 20:28:28,SampleMini_Shop.,29627406,C2C(Non-CB),26821852672,CNP vitamin c kích trắng da mờ thâm nám hiệu quả sample 1 ml,227205736511,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Tinh chất dưỡng,11900,2,Shopee Comm,,23800,,4.00%,952,0.00%,0,952,952,0,952,,0,0.00%,0,100.00%,952,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,AoBabyDool,,,,,Others
260415UVHTT4ES,Đang chờ xử lý,229958376253805,2026-04-15 20:19:37,,2026-04-15 20:14:17,hachiishop,1761721924,C2C(Non-CB),57556580299,"Quần Ống Rộng Vải Đũi BigSize , Quần Đũi Suông Ống Rộng Cạp Chun Giả Váy DCV 232",277425320701,Normal Product,,Thời Trang Nữ,Quần,Quần dài,119400,1,XTRA Comm,,98000,,4.00%,3920,5.00%,4900,8820,3920,4900,8820,,0,0.00%,0,100.00%,8820,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayBungXoe,,,,,Facebook
260415UVEWB1GF,Đang chờ xử lý,229958278236461,2026-04-15 20:17:58,,2026-04-15 11:33:16,LadyGaga Beauty Clinic,485860007,Preferred(Non-CB),46708643399,TẶNG KHÔNG BÁN LẺ Mặt Nạ Dưỡng Da 3D FOODAHOLIC Natural Essence Mask 23ml,272526482712,Normal Product,435765536961104_0_0,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,0,1,XTRA Comm,,0,,4.00%,0,1.00%,0,0,10370,2592.5,12962.5,,0,0.00%,0,100.00%,12962.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,AoBabyDool,,,,,Facebook
260415UVEWB1GF,Đang chờ xử lý,229958278236461,2026-04-15 20:17:58,,2026-04-15 11:33:16,LadyGaga Beauty Clinic,485860007,Preferred(Non-CB),53758623352,TẶNG KHÔNG BÁN LẺ XỐP CHỐNG SỐC - XỐP NỔ - CUỘN XỐP KHÍ - ĐÓNG BỌC HÀNG,320764860181,Normal Product,435765536961104_0_0,Văn Phòng Phẩm,Quà Tặng - Giấy Gói,Xốp Chống Sốc,0,1,XTRA Comm,,0,,4.00%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,AoBabyDool,,,,,Facebook
260415UVEWB1GF,Đang chờ xử lý,229958278236461,2026-04-15 20:17:58,,2026-04-15 11:33:16,LadyGaga Beauty Clinic,485860007,Preferred(Non-CB),57208618544,"TẶNG KHÔNG BÁN LẺ Hộp carton đóng hàng size nhỏ đựng phụ kiện, mỹ phẩm giá rẻ Hộp Carton HT",395764845993,Normal Product,435765536961104_0_0,Văn Phòng Phẩm,Quà Tặng - Giấy Gói,Hộp Carton,0,1,XTRA Comm,,0,,4.00%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,AoBabyDool,,,,,Facebook
260415UVEWB1GF,Đang chờ xử lý,229958278236461,2026-04-15 20:17:58,,2026-04-15 11:33:16,LadyGaga Beauty Clinic,485860007,Preferred(Non-CB),11553026071,Viên Sủi Giảm Cân Cấp Tốc Zantiva Everfit Diet Chính Hãng Giảm cân nhanh không phải thuốc giảm cân,250506606619,Normal Product,435765536961104_0_0,Sức Khỏe,Thực phẩm chức năng,Hỗ trợ kiểm soát cân nặng,155000,2,XTRA Comm,,259250,,4.00%,10370,1.00%,2592.5,12962.5,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,AoBabyDool,,,,,Facebook
260415UVEKTM1J,Đã hủy,229958268260418,2026-04-15 20:17:48,--,2026-04-15 20:15:07,SuperAce.,1587551347,C2C(Non-CB),43173167032,Vòng Lắc Eo Hula Hoop Vòng lò xo cho yoga và giảm mỡ bụng Giảm Mỡ Bụng Gấp gọn tiện lợi,445392516513,Normal Product,,Thể Thao & Dã Ngoại,Phụ Kiện Thể Thao & Dã Ngoại,Phụ Kiện Tập Luyện,149000,0,XTRA Comm,,0,145000,7.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,VayBungXoe,,,,,Others
260415UV38EYEY,Đang chờ xử lý,229957887244474,2026-04-15 20:11:31,,2026-04-15 16:43:13,latetime.vn,202816443,Shopee Mall(CB),28350704065,Sandal sân vườn chống va chạm ngoài trời AYUER Acrylic cho bé trai và bé gái,250877321745,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Giày bé gái,Dép quai hậu,166520,1,XTRA Comm,,132816,,4.00%,5312.64,2.50%,3320.4,8633.04,5312.64,3320.4,8633.04,,0,0.00%,0,100.00%,8633.04,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayBungXoe,,,,,Facebook
260415UUQ0G7WC,Đang chờ xử lý,229957476241681,2026-04-15 20:04:40,,2026-04-15 19:46:57,TIPI SHOP,39923306,Preferred(Non-CB),15308850830,Quần mặc váy đúc su cao cấp thoáng mát Evan C3-01,260904402666,Normal Product,,Thời Trang Nữ,Đồ lót,Đồ lót bảo hộ,29997,2,Shopee Comm,,58835,,4.00%,2353.4,0.00%,0,2353.4,4706.84,0,4706.84,,0,0.00%,0,100.00%,4706.84,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UUQ0G7WC,Đang chờ xử lý,229957476241681,2026-04-15 20:04:40,,2026-04-15 19:46:57,TIPI SHOP,39923306,Preferred(Non-CB),15308850830,Quần mặc váy đúc su cao cấp thoáng mát Evan C3-01,260904402660,Normal Product,,Thời Trang Nữ,Đồ lót,Đồ lót bảo hộ,29997,2,Shopee Comm,,58836,,4.00%,2353.44,0.00%,0,2353.44,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UU0UWTFT,Đang chờ xử lý,229956733256355,2026-04-15 19:52:14,,2026-04-14 20:38:58,KIỀU HÂN CLOTHINGS,1429559671,C2C(Non-CB),41910503128,SET ĐẦM YẾM V CARO BÍ 2 LỚP Kèm KHOÁC SƠ MI - Nữ Clothing,305883410102,Normal Product,405373983469784_0_0,Thời Trang Nữ,Đầm,,136390,1,XTRA Comm,,116390,,7.00%,8147.3,2.00%,2327.8,10475.1,8147.3,2327.8,10475.1,,0,0.00%,0,100.00%,10475.1,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,VayCoYem,,,,,Others
260415UU0UWTFT,Đang chờ xử lý,229956733256355,2026-04-15 19:52:14,,2026-04-14 20:38:58,KIỀU HÂN CLOTHINGS,1429559671,C2C(Non-CB),46551028880,Dây Cột Tóc Nữ Xinh Xắn,445090821605,Normal Product,405373983469784_0_0,Phụ Kiện Thời Trang,Phụ kiện tóc,Đồ buộc tóc & Nơ,0,1,XTRA Comm,,0,,7.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,VayCoYem,,,,,Others
260415USRGNP40,Đang chờ xử lý,229955379279632,2026-04-15 19:29:39,,2026-04-15 14:25:10,vinamilk_official,975865932,Shopee Mall(Non-CB),22336917168,Thùng 48 hộp Sữa tươi Tiệt Trùng Vinamilk Green Farm rất ít đường 110ml,221408865624,Normal Product,,Thực phẩm và đồ uống,Sữa - trứng,Sữa,306237,2,XTRA Comm,,502228,,4.00%,20089.12,1.00%,5022.28,25111.4,20089.12,5022.28,25111.4,,0,0.00%,0,100.00%,25111.4,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415USKJAUE2,Đang chờ xử lý,229955213248898,2026-04-15 19:26:57,,2026-04-15 15:42:27,Giadunggiasi2108,1387911572,Preferred(Non-CB),42962643324,Băng đô gợn sóng bện vải tiểu thư phong cách phương Tây chống trơn trượt với kẹp tóc chắc chắn,196202610357,Normal Product,,Phụ Kiện Thời Trang,Phụ kiện tóc,Băng đô tóc,23999,1,Shopee Comm,,23999,,4.00%,959.96,0.00%,0,959.96,959.96,0,959.96,,0,0.00%,0,100.00%,959.96,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Others
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),10555202256,Hạt giống rau cải ngọt lùn chịu nhiệt,162657666722,Normal Product,0_429220430426283_2,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,14602,0,XTRA Comm,,0,13866,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),11355045763,Hạt giống cà rốt chịu nhiệt,143257727102,Normal Product,0_429221017632871_1,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,13621.99689,0,XTRA Comm,,0,12934.99689,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),12621907754,"Hạt giống hành lá, hành hương cao sản",144398337025,Normal Product,0_429220430426283_2,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,12642,0,XTRA Comm,,0,12007,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),13057495071,Hạt giống súp lơ trắng,106594783643,Normal Product,0_429221017632871_1,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,15581.99644,0,XTRA Comm,,0,14796.99644,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),13520753009,Hạt giống rau cải ngồng xanh chịu nhiệt,78770951028,Normal Product,0_429220430426283_2,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,13622,0,XTRA Comm,,0,12935,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),13754494207,Hạt giống bắp cải trái tim chịu nhiệt F1,162658349823,Normal Product,0_429221017632871_1,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,12641.99711,0,XTRA Comm,,0,12006.99711,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),10154328525,Hạt giống súp lơ xanh,28904099415,Normal Product,0_429221017632871_1,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,16561.99622,0,XTRA Comm,,0,15726.99622,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),12222198778,Hạt giống rau xà lách cuộn Iceberg giòn ngọt,172662979663,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,12990,0,XTRA Comm,,0,12337,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
260415UQVTF6J8,Đã hủy,229953376288118,2026-04-15 18:56:16,--,2026-04-15 18:53:39,MiMo - Hạt Giống Nhập Khẩu,174266530,Preferred(Non-CB),12621907754,"Hạt giống hành lá, hành hương cao sản",144398337025,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,12900,0,XTRA Comm,,0,24500,4.00%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,VayCoYem,,,,,Facebook
